site,severity,duration,start,end
9431500,2140.0,143,1989-10-26,1990-03-27
9431500,132.0,15,1990-04-11,1990-04-25
9431500,1078.0,80,1990-05-12,1990-08-03
9431500,102.0,22,1990-08-31,1990-09-23
9431500,235.0,33,1994-07-31,1994-09-01
9431500,381.0,30,1994-09-17,1994-10-16
9431500,18.0,11,1995-09-07,1995-09-18
9431500,1483.0,126,1995-09-24,1996-02-01
9431500,3192.0,179,1996-02-20,1996-08-22
9431500,94.0,20,1996-10-03,1996-10-27
9431500,36.0,9,1997-01-17,1997-01-25
9431500,290.0,36,1997-08-15,1997-09-20
9431500,1039.0,85,1999-01-16,1999-04-12
9431500,268.0,91,1999-04-18,1999-07-19
9431500,1766.0,133,1999-11-14,2000-03-25
9431500,2484.0,183,2000-04-08,2000-10-11
9431500,5.0,6,2001-08-08,2001-08-13
9431500,70.0,15,2001-09-01,2001-09-15
9431500,6733.0,332,2001-09-23,2002-09-02
9431500,63.0,18,2002-10-22,2002-11-11
9431500,47.0,6,2002-11-26,2002-12-02
9431500,20.0,9,2003-02-04,2003-02-13
9431500,12.0,7,2003-04-02,2003-04-11
9431500,2781.0,143,2003-06-20,2003-11-13
9431500,32.0,8,2003-12-08,2003-12-15
9431500,47.0,9,2003-12-21,2003-12-31
9431500,25.0,8,2004-01-09,2004-01-16
9431500,416.0,39,2004-01-23,2004-03-07
9431500,20.0,5,2004-08-02,2004-08-06
9431500,30.0,5,2004-08-13,2004-08-17
9431500,660.0,57,2004-08-24,2004-10-23
9431500,3954.0,226,2005-11-28,2006-07-20
9431500,95.0,17,2007-11-08,2007-11-24
9431500,12.0,9,2008-03-10,2008-03-18
9431500,212.0,33,2009-02-05,2009-03-13
9431500,962.0,105,2009-03-19,2009-07-02
9431500,430.0,41,2009-07-14,2009-08-24
9431500,2035.0,118,2009-09-30,2010-01-28
9431500,153.0,49,2010-12-02,2011-01-19
9431500,2292.0,189,2011-02-02,2011-08-14
9431500,8.0,5,2011-09-22,2011-09-29
9431500,98.0,19,2011-10-19,2011-11-07
9431500,3634.0,202,2012-07-05,2013-01-26
9431500,240.0,32,2013-02-14,2013-03-24
9431500,1765.0,105,2013-03-30,2013-07-21
9431500,8.0,6,2014-01-29,2014-02-03
9431500,48.0,15,2014-02-12,2014-03-01
9431500,318.0,64,2014-03-12,2014-05-18
9431500,45.0,12,2016-03-24,2016-04-05
9431500,15.0,8,2016-07-25,2016-08-03
9431500,58.0,14,2016-08-21,2016-09-07
9431500,18.0,6,2016-09-23,2016-09-28
9431500,129.0,23,2016-11-14,2016-12-06
9431500,2.0,6,2016-12-15,2016-12-21
9431500,4256.0,275,2017-10-09,2018-07-17
9431500,3950.0,207,2018-07-21,2019-02-19
9431500,18.0,6,2019-03-27,2019-04-01
9431500,40.0,10,2019-04-07,2019-04-17
9431500,145.0,19,2019-04-23,2019-05-12
9431500,4002.0,194,2019-05-19,2019-11-28
9431500,25.0,10,2020-01-29,2020-02-11
9431500,80.0,23,2020-07-02,2020-07-25
9431500,5363.0,253,2020-08-07,2022-06-23
9431500,20.0,8,2022-07-18,2022-07-25
9368000,178.0,33,1989-07-18,1989-08-19
9368000,118.0,46,1989-09-12,1989-10-28
9368000,7.0,10,1989-11-06,1989-11-19
9368000,1932.0,143,1989-11-30,1990-04-30
9368000,15.0,10,1994-03-18,1994-03-31
9368000,5152.0,364,1996-01-13,1997-01-12
9368000,4.0,5,1997-03-13,1997-03-17
9368000,4.0,5,1999-03-23,1999-03-29
9368000,60.0,15,1999-04-09,1999-04-23
9368000,100.0,30,2000-02-27,2000-03-27
9368000,1263.0,154,2000-06-28,2000-11-29
9368000,11223.0,659,2001-10-27,2003-09-11
9368000,201.0,43,2003-10-11,2003-11-24
9368000,10.0,11,2004-02-06,2004-02-19
9368000,58.0,26,2004-06-21,2004-07-16
9368000,7.0,10,2004-07-28,2004-08-09
9368000,302.0,46,2004-08-14,2004-10-01
9368000,4.0,6,2004-10-03,2004-10-09
9368000,114.0,32,2006-03-08,2006-04-08
9368000,2007.0,150,2006-05-09,2006-10-05
9368000,8.0,8,2007-05-31,2007-06-07
9368000,148.0,67,2008-11-24,2009-02-05
9368000,8.0,11,2009-02-13,2009-02-26
9368000,28.0,15,2009-04-01,2009-04-16
9368000,35.0,8,2009-04-23,2009-04-30
9368000,69.0,21,2009-06-08,2009-06-28
9368000,2148.0,204,2009-08-20,2010-03-12
9368000,9.0,6,2011-04-15,2011-04-20
9368000,38.0,12,2011-05-01,2011-05-14
9368000,147.0,28,2011-05-19,2011-06-17
9368000,520.0,85,2011-08-11,2011-11-05
9368000,9370.0,492,2012-05-10,2013-09-13
9368000,59.0,10,2014-04-29,2014-05-08
9368000,34.0,7,2014-05-15,2014-05-22
9368000,82.0,36,2014-07-10,2014-08-14
9368000,4.0,6,2014-09-14,2014-09-22
9368000,404.0,39,2016-04-20,2016-06-01
9368000,11450.0,531,2017-11-14,2019-05-02
9368000,41.0,9,2019-05-04,2019-05-12
9368000,52.0,15,2019-05-21,2019-06-04
9368000,11857.0,657,2019-10-01,2021-07-28
9368000,2535.0,245,2021-09-18,2022-05-28
9368000,276.0,37,2022-06-03,2022-07-09
9315000,22.0,7,1987-05-09,1987-05-15
9315000,2156.0,200,1988-09-09,1989-03-29
9315000,7086.0,531,1989-05-30,1990-11-17
9315000,10.0,13,1991-03-05,1991-03-19
9315000,817.0,63,1991-03-29,1991-05-30
9315000,22.0,30,1992-02-02,1992-03-03
9315000,20.0,10,1992-04-19,1992-04-28
9315000,3125.0,290,1992-05-31,1993-03-16
9315000,243.0,36,1994-04-19,1994-05-24
9315000,3304.0,212,1994-06-03,1994-12-31
9315000,85.0,19,1995-04-23,1995-05-11
9315000,9.0,5,2000-06-02,2000-06-06
9315000,1429.0,139,2000-06-16,2000-11-01
9315000,322.0,103,2001-01-01,2001-04-18
9315000,12991.0,634,2001-06-08,2003-03-03
9315000,2694.0,256,2003-08-05,2004-04-18
9315000,949.0,64,2004-05-28,2004-07-30
9315000,1122.0,143,2007-05-23,2007-10-14
9315000,709.0,79,2010-03-16,2010-06-02
9315000,1266.0,80,2012-05-16,2012-08-03
9315000,3932.0,209,2012-11-02,2013-05-29
9315000,70.0,42,2013-08-01,2013-09-14
9315000,10.0,14,2013-09-16,2013-09-30
9315000,2327.0,180,2018-03-20,2018-09-19
9315000,4619.0,227,2018-10-13,2019-05-31
9315000,1106.0,173,2019-12-05,2020-06-01
9315000,11264.0,518,2020-10-15,2022-06-16
9315000,10.0,13,2022-10-01,2022-10-15
9315000,413.0,76,2022-11-18,2023-02-01
9444000,4522.0,319,1989-11-11,1990-10-05
9444000,302.0,41,1990-10-08,1990-11-19
9444000,3199.0,251,1996-02-27,1996-11-07
9444000,90.0,20,1996-11-17,1996-12-07
9444000,330.0,60,1996-12-15,1997-02-16
9444000,20.0,12,1997-02-21,1997-03-07
9444000,5.0,5,1997-09-11,1997-09-15
9444000,30.0,28,1997-11-27,1997-12-31
9444000,16.0,9,1998-01-05,1998-01-16
9444000,22.0,13,1998-01-20,1998-02-01
9444000,5.0,5,1998-02-17,1998-02-23
9444000,45.0,22,1999-03-13,1999-04-07
9444000,3986.0,257,2000-01-27,2000-10-11
9444000,4748.0,246,2002-01-05,2002-09-10
9444000,1089.0,71,2002-09-21,2002-12-06
9444000,554.0,43,2002-12-09,2003-01-22
9444000,82.0,9,2003-02-05,2003-02-13
9444000,132.0,15,2003-02-23,2003-03-10
9444000,30.0,22,2003-08-12,2003-09-07
9444000,20.0,9,2003-09-13,2003-09-22
9444000,100.0,27,2003-10-17,2003-11-12
9444000,25.0,7,2003-11-19,2003-11-25
9444000,819.0,87,2003-12-09,2004-03-09
9444000,1068.0,140,2006-02-16,2006-07-07
9444000,78.0,13,2006-07-13,2006-07-27
9444000,30.0,47,2009-03-20,2009-05-13
9444000,165.0,48,2009-07-07,2009-08-23
9444000,2592.0,179,2009-08-30,2010-03-04
9444000,32.0,11,2011-02-02,2011-02-12
9444000,2288.0,273,2011-03-08,2011-12-13
9444000,70.0,13,2011-12-23,2012-01-04
9444000,1658.0,183,2012-07-25,2013-01-26
9444000,20.0,62,2013-05-08,2013-07-12
9444000,12.0,10,2016-09-14,2016-09-23
9444000,653.0,114,2016-10-05,2017-02-06
9444000,82.0,14,2017-02-15,2017-03-02
9444000,1295.0,149,2017-03-11,2017-08-11
9444000,21729.0,926,2017-08-20,2020-03-11
9444000,9618.0,494,2020-04-12,2022-08-20
9444000,473.0,36,2022-08-26,2022-10-07
9444000,38.0,10,2022-11-09,2022-11-18
9306242,19439.0,1117,1989-03-21,1992-04-24
9306242,959.0,104,1992-07-08,1992-10-19
9306242,350.0,69,1994-08-13,1994-10-20
9306242,113.0,48,1996-09-02,1996-10-19
9306242,40.0,8,2000-03-20,2000-03-27
9306242,18674.0,1568,2000-06-28,2004-12-23
9306242,366.0,70,2006-08-12,2006-10-20
9306242,113.0,48,2007-09-03,2007-10-20
9306242,145.0,18,2008-03-20,2008-04-06
9306242,21.0,29,2008-09-21,2008-10-19
9306242,353.0,33,2009-03-21,2009-04-22
9306242,870.0,99,2009-07-14,2009-10-20
9306242,403.0,47,2010-03-07,2010-04-26
9306242,228.0,61,2010-08-21,2010-10-20
9306242,6466.0,580,2012-03-20,2013-10-20
9306242,69.0,11,2017-03-21,2017-03-31
9306242,1137.0,114,2017-06-29,2017-10-20
9306242,8516.0,447,2018-02-02,2019-04-24
9306242,113.0,48,2019-09-03,2019-10-20
9306242,23194.0,1056,2020-03-13,2023-02-01
9223000,509.0,32,1984-04-11,1984-05-12
9223000,41.0,9,1985-04-03,1985-04-11
9223000,56.0,17,1985-06-13,1985-06-29
9223000,13.0,18,1985-07-05,1985-07-22
9223000,4.0,5,1987-05-17,1987-05-21
9223000,194.0,18,1988-03-31,1988-04-17
9223000,4726.0,287,1988-06-25,1989-04-07
9223000,931.0,145,1989-11-07,1990-03-31
9223000,7.0,10,1990-08-16,1990-08-25
9223000,736.0,112,1991-01-22,1991-05-15
9223000,267.0,38,1992-05-27,1992-07-03
9223000,3077.0,260,1992-08-27,1993-05-14
9223000,3823.0,233,1994-05-13,1995-02-05
9223000,598.0,60,1996-09-28,1996-11-26
9223000,331.0,61,1999-11-28,2000-01-27
9223000,19450.0,1006,2000-04-04,2003-01-31
9223000,7113.0,359,2003-05-07,2004-06-11
9223000,286.0,24,2005-03-28,2005-04-20
9223000,18.0,24,2006-07-23,2006-08-15
9223000,13.0,15,2006-08-26,2006-09-09
9223000,2442.0,158,2007-05-15,2007-10-19
9223000,1735.0,117,2008-01-28,2008-05-23
9223000,118.0,21,2010-05-09,2010-05-29
9223000,7.0,10,2010-10-19,2010-10-28
9223000,2361.0,207,2012-05-16,2012-12-08
9223000,138.0,48,2013-02-02,2013-03-21
9223000,58.0,13,2013-04-26,2013-05-08
9223000,209.0,36,2016-08-25,2016-09-29
9223000,196.0,41,2018-03-22,2018-05-05
9223000,3945.0,339,2018-05-30,2019-05-16
9223000,102.0,50,2020-02-06,2020-03-26
9223000,153.0,26,2020-04-07,2020-05-02
9223000,6150.0,336,2020-09-26,2021-08-27
9223000,1179.0,145,2022-04-21,2022-09-27
9223000,1630.0,108,2022-10-17,2023-02-01
9209400,38.0,9,1984-05-05,1984-05-13
9209400,854.0,67,1985-06-01,1985-08-06
9209400,30.0,8,1987-04-11,1987-04-18
9209400,6599.0,316,1988-06-02,1989-04-13
9209400,96.0,31,1989-06-02,1989-07-07
9209400,10.0,10,1989-08-21,1989-08-30
9209400,12.0,13,1989-11-23,1989-12-09
9209400,1014.0,114,1989-12-14,1990-04-07
9209400,2468.0,156,1990-05-16,1990-11-07
9209400,77.0,29,1991-02-24,1991-03-26
9209400,682.0,49,1991-04-06,1991-05-24
9209400,58.0,22,1992-02-02,1992-02-23
9209400,18.0,5,1992-03-01,1992-03-05
9209400,7263.0,366,1992-05-17,1993-05-17
9209400,147.0,18,1994-04-29,1994-05-16
9209400,4096.0,220,1994-05-24,1995-02-03
9209400,57.0,35,1995-02-09,1995-03-17
9209400,258.0,22,1999-04-08,1999-04-29
9209400,21.0,6,1999-05-18,1999-05-23
9209400,449.0,47,2000-03-14,2000-04-29
9209400,16.0,5,2000-05-20,2000-05-24
9209400,182.0,49,2000-06-09,2000-07-30
9209400,2084.0,184,2000-09-30,2001-04-05
9209400,9562.0,382,2001-04-13,2002-06-02
9209400,3714.0,242,2002-06-09,2003-02-08
9209400,4622.0,317,2003-05-11,2004-03-29
9209400,28.0,12,2006-06-18,2006-06-29
9209400,306.0,88,2006-07-08,2006-10-06
9209400,1726.0,129,2007-05-27,2007-10-06
9209400,680.0,40,2008-04-01,2008-05-16
9209400,473.0,37,2010-05-02,2010-06-07
9209400,114.0,43,2010-10-25,2010-12-11
9209400,87.0,24,2010-12-25,2011-01-17
9209400,130.0,31,2012-10-18,2012-11-21
9209400,30.0,11,2012-12-05,2012-12-16
9209400,464.0,76,2013-01-18,2013-04-08
9209400,214.0,26,2013-04-20,2013-05-15
9209400,140.0,38,2013-08-01,2013-09-09
9209400,177.0,38,2016-09-09,2016-10-17
9209400,6.0,5,2018-04-09,2018-04-14
9209400,131.0,22,2018-04-16,2018-05-07
9209400,2620.0,232,2018-10-18,2019-06-07
9209400,435.0,54,2020-03-24,2020-05-19
9209400,4.0,6,2020-05-25,2020-05-30
9209400,4862.0,249,2020-10-06,2021-06-17
9209400,1639.0,123,2021-06-25,2021-11-01
9209400,1995.0,177,2021-12-17,2022-06-13
9209400,23.0,12,2022-08-07,2022-08-20
9209400,1386.0,145,2022-08-31,2023-02-01
9073300,724.0,39,1983-04-27,1983-06-04
9073300,223.0,22,1984-04-29,1984-05-20
9073300,2675.0,272,1987-08-03,1988-05-09
9073300,196.0,41,1988-05-21,1988-07-03
9073300,3618.0,226,1988-08-29,1989-04-14
9073300,1525.0,201,1989-09-25,1990-04-14
9073300,2853.0,163,1990-05-26,1990-11-04
9073300,91.0,11,1991-04-28,1991-05-08
9073300,2400.0,178,1991-10-27,1992-04-22
9073300,100.0,20,1992-05-31,1992-06-19
9073300,36.0,36,1992-07-03,1992-08-07
9073300,255.0,29,1993-04-14,1993-05-15
9073300,5498.0,350,1994-06-06,1995-06-01
9073300,905.0,112,1996-09-09,1997-01-02
9073300,143.0,46,1998-06-18,1998-08-02
9073300,430.0,94,2000-06-08,2000-09-23
9073300,30.0,15,2001-03-16,2001-04-02
9073300,1151.0,86,2001-06-02,2001-08-26
9073300,5721.0,314,2002-05-20,2003-04-01
9073300,27.0,7,2003-04-04,2003-04-10
9073300,421.0,46,2003-08-09,2003-09-23
9073300,421.0,88,2003-12-23,2004-03-21
9073300,2786.0,164,2004-05-27,2004-11-06
9073300,725.0,87,2006-06-04,2006-08-29
9073300,1439.0,127,2007-05-29,2007-10-02
9073300,349.0,24,2008-05-02,2008-05-26
9073300,28.0,32,2009-01-26,2009-03-02
9073300,4.0,5,2009-03-09,2009-03-16
9073300,32.0,21,2009-10-03,2009-10-23
9073300,301.0,21,2011-05-04,2011-05-27
9073300,2255.0,122,2012-05-23,2012-09-21
9073300,690.0,50,2013-04-02,2013-05-23
9073300,112.0,16,2014-05-08,2014-05-23
9073300,233.0,29,2016-04-14,2016-05-19
9073300,3354.0,226,2016-09-22,2017-05-24
9073300,178.0,23,2018-04-05,2018-04-28
9073300,9858.0,384,2018-05-15,2019-06-03
9073300,3929.0,186,2019-11-07,2020-05-10
9073300,6069.0,285,2020-08-26,2021-06-08
9073300,4.0,5,2021-10-23,2021-10-28
9073300,706.0,181,2021-11-04,2022-05-06
9073300,40.0,8,2022-05-21,2022-05-31
10259200,215.0,67,1989-12-24,1990-02-28
10259200,763.0,221,1990-07-22,1991-02-27
10259200,1034.0,267,1996-02-29,1996-11-21
10259200,1157.0,145,1997-02-27,1997-07-21
10259200,267.0,48,1999-02-28,1999-04-16
10259200,5757.0,391,2000-02-02,2001-02-26
10259200,4798.0,389,2002-02-03,2003-02-26
10259200,508.0,228,2007-04-17,2007-11-30
10259200,45350.0,2265,2012-02-27,2019-02-02
10259200,17.0,23,2021-12-01,2021-12-23
10259200,2275.0,339,2022-02-28,2023-02-01
9239500,622.0,47,1983-04-08,1983-05-25
9239500,111.0,12,1984-04-30,1984-05-11
9239500,310.0,27,1987-04-01,1987-04-27
9239500,714.0,92,1987-05-14,1987-08-13
9239500,54.0,14,1988-03-13,1988-03-26
9239500,52.0,15,1988-11-08,1988-11-23
9239500,30.0,29,1989-01-31,1989-03-04
9239500,203.0,27,1989-05-28,1989-06-30
9239500,20.0,27,1989-07-11,1989-08-06
9239500,340.0,108,1989-11-28,1990-03-20
9239500,277.0,25,1991-04-17,1991-05-11
9239500,337.0,37,1992-05-16,1992-06-26
9239500,167.0,35,1992-10-24,1992-11-27
9239500,37.0,24,1993-09-18,1993-10-11
9239500,38.0,8,1994-02-22,1994-03-02
9239500,152.0,18,1994-04-02,1994-04-19
9239500,5555.0,291,1994-05-23,1995-03-11
9239500,156.0,30,1995-03-28,1995-04-30
9239500,11.0,5,1997-03-12,1997-03-16
9239500,42.0,11,1998-06-06,1998-06-16
9239500,259.0,55,1999-12-01,2000-01-25
9239500,3659.0,309,2000-05-29,2001-04-03
9239500,4808.0,324,2001-05-21,2002-04-09
9239500,4907.0,265,2002-05-11,2003-02-05
9239500,23.0,31,2003-08-14,2003-09-13
9239500,608.0,101,2003-11-19,2004-03-02
9239500,12.0,6,2004-03-04,2004-03-10
9239500,1633.0,125,2004-05-15,2004-09-16
9239500,12.0,6,2005-04-13,2005-04-18
9239500,17.0,20,2006-06-21,2006-07-10
9239500,787.0,125,2007-05-26,2007-09-27
9239500,64.0,18,2008-03-18,2008-04-08
9239500,229.0,23,2008-04-27,2008-05-19
9239500,1029.0,83,2010-02-26,2010-05-19
9239500,63.0,26,2010-09-29,2010-10-24
9239500,4.0,6,2012-03-20,2012-03-25
9239500,8201.0,358,2012-05-08,2013-04-30
9239500,26.0,9,2016-04-29,2016-05-07
9239500,2102.0,162,2016-09-15,2017-03-13
9239500,903.0,68,2017-03-27,2017-06-05
9239500,1530.0,134,2017-07-01,2017-11-18
9239500,15.0,7,2017-11-25,2017-12-02
9239500,1586.0,115,2018-01-26,2018-05-22
9239500,12.0,6,2018-06-04,2018-06-09
9239500,8100.0,351,2018-06-17,2019-06-03
9239500,2783.0,200,2019-10-12,2020-05-19
9239500,6146.0,299,2020-08-06,2021-06-01
9239500,2561.0,157,2021-06-14,2021-11-17
9239500,767.0,75,2022-02-28,2022-05-16
9239500,34.0,7,2022-05-23,2022-05-29
9468500,2659.0,277,1989-08-04,1990-07-25
9468500,66.0,20,1990-07-28,1990-08-19
9468500,3117.0,386,1996-01-03,1997-02-02
9468500,2757.0,148,1997-08-04,1997-12-29
9468500,1945.0,185,1999-02-03,1999-08-06
9468500,6382.0,316,1999-12-12,2000-10-22
9468500,9887.0,473,2002-01-22,2003-09-24
9468500,483.0,76,2003-12-30,2004-03-14
9468500,15.0,14,2004-08-26,2004-09-08
9468500,19.0,26,2004-09-20,2004-10-16
9468500,13.0,14,2004-10-23,2004-11-05
9468500,4443.0,220,2005-12-22,2006-07-29
9468500,318.0,54,2007-01-08,2007-03-03
9468500,500.0,150,2007-03-16,2007-08-12
9468500,565.0,66,2007-10-04,2007-12-13
9468500,3144.0,152,2009-08-23,2010-01-21
9468500,3116.0,235,2011-05-05,2011-12-25
9468500,1830.0,175,2012-03-02,2012-08-23
9468500,205.0,33,2013-08-27,2013-09-28
9468500,90.0,19,2013-11-12,2013-12-01
9468500,233.0,32,2014-02-10,2014-03-14
9468500,1148.0,159,2014-03-21,2014-08-26
9468500,1966.0,142,2016-08-14,2017-01-02
9468500,9043.0,462,2017-11-06,2019-02-10
9468500,915.0,91,2019-09-03,2019-12-05
9468500,7425.0,341,2020-09-20,2021-08-26
9468500,285.0,35,2021-12-03,2022-01-07
9468500,2368.0,173,2022-03-01,2022-08-22
9429600,7997.0,843,1989-12-03,1992-03-24
9429600,47.0,56,2001-01-24,2001-03-20
9429600,6.0,8,2001-03-26,2001-04-02
9429600,92.0,126,2001-05-29,2001-10-01
9429600,16579.0,1137,2001-10-22,2004-12-01
9429600,7196.0,605,2012-10-01,2014-05-28
9429600,30222.0,1607,2018-04-03,2023-01-23
9032000,235.0,14,1983-05-18,1983-05-31
9032000,566.0,33,1984-04-13,1984-05-15
9032000,402.0,23,1986-05-18,1986-06-09
9032000,654.0,61,1987-06-04,1987-08-03
9032000,2295.0,213,1988-08-17,1989-03-17
9032000,154.0,21,1989-05-21,1989-06-11
9032000,2742.0,187,1989-10-12,1990-04-16
9032000,144.0,17,1990-05-14,1990-05-30
9032000,10.0,14,1990-07-04,1990-07-21
9032000,261.0,27,1991-04-19,1991-05-15
9032000,2096.0,181,1991-10-23,1992-04-20
9032000,30.0,15,1992-08-05,1992-08-19
9032000,4.0,6,1993-02-02,1993-02-07
9032000,8.0,7,1993-02-13,1993-02-19
9032000,13.0,8,1993-02-26,1993-03-05
9032000,418.0,64,1993-03-13,1993-05-16
9032000,1084.0,215,1993-10-15,1994-05-17
9032000,5841.0,306,1994-06-11,1995-04-12
9032000,4.0,5,1996-04-21,1996-04-25
9032000,947.0,68,1996-08-04,1996-10-10
9032000,34.0,7,1997-08-03,1997-08-09
9032000,346.0,23,1999-05-14,1999-06-05
9032000,16.0,9,1999-07-22,1999-07-30
9032000,71.0,20,2000-03-29,2000-04-17
9032000,986.0,94,2000-06-10,2000-09-11
9032000,803.0,48,2001-06-07,2001-07-24
9032000,7.0,10,2001-11-01,2001-11-10
9032000,27.0,14,2002-03-19,2002-04-03
9032000,3865.0,159,2002-05-17,2002-10-22
9032000,163.0,63,2003-02-02,2003-04-05
9032000,645.0,35,2004-05-29,2004-07-02
9032000,10.0,10,2004-08-19,2004-08-28
9032000,194.0,25,2005-07-25,2005-08-18
9032000,285.0,30,2006-06-14,2006-07-13
9032000,360.0,48,2006-08-15,2006-10-01
9032000,6.0,8,2006-11-01,2006-11-10
9032000,163.0,19,2007-05-26,2007-06-13
9032000,125.0,27,2008-04-16,2008-05-12
9032000,75.0,32,2009-09-14,2009-10-15
9032000,470.0,69,2010-06-04,2010-08-11
9032000,231.0,32,2010-09-30,2010-10-31
9032000,160.0,16,2011-05-19,2011-06-03
9032000,2129.0,83,2012-05-13,2012-08-03
9032000,49.0,23,2013-03-22,2013-04-15
9032000,31.0,19,2013-04-27,2013-05-18
9032000,719.0,69,2013-06-04,2013-08-15
9032000,4.0,5,2014-07-31,2014-08-05
9032000,83.0,13,2015-05-22,2015-06-03
9032000,4821.0,268,2015-08-31,2016-05-24
9032000,6213.0,280,2016-07-09,2017-04-17
9032000,1390.0,126,2017-06-06,2017-10-09
9032000,376.0,30,2018-04-14,2018-05-13
9032000,7705.0,367,2018-06-03,2019-06-04
9032000,5934.0,281,2019-08-11,2020-05-17
9032000,6325.0,288,2020-08-09,2021-05-23
9032000,2070.0,220,2021-10-10,2022-05-17
9032000,358.0,87,2022-11-07,2023-02-01
9059500,1783.0,130,1983-01-01,1983-05-10
9059500,200.0,26,1984-03-20,1984-04-14
9059500,7.0,6,1984-04-30,1984-05-05
9059500,301.0,48,1985-06-09,1985-07-26
9059500,224.0,23,1986-05-11,1986-06-02
9059500,25.0,21,1986-08-22,1986-09-11
9059500,7222.0,430,1987-04-02,1988-06-07
9059500,6444.0,270,1988-06-21,1989-03-17
9059500,975.0,92,1989-05-14,1989-08-13
9059500,1725.0,186,1989-09-15,1990-03-20
9059500,901.0,91,1990-04-25,1990-07-24
9059500,205.0,43,1990-09-04,1990-10-16
9059500,869.0,68,1991-04-15,1991-06-21
9059500,113.0,24,1991-07-18,1991-08-10
9059500,28.0,15,1992-03-22,1992-04-10
9059500,907.0,49,1992-05-06,1992-06-23
9059500,372.0,42,1992-07-24,1992-09-03
9059500,620.0,161,1992-10-18,1993-03-28
9059500,128.0,22,1993-09-02,1993-09-23
9059500,63.0,16,1994-04-09,1994-04-24
9059500,6093.0,300,1994-05-23,1995-03-18
9059500,1571.0,121,1996-08-08,1996-12-06
9059500,606.0,71,1998-05-30,1998-08-08
9059500,21.0,9,1999-04-22,1999-04-30
9059500,761.0,73,1999-11-15,2000-01-26
9059500,159.0,24,2000-08-09,2000-09-01
9059500,3426.0,266,2001-07-08,2002-03-30
9059500,2449.0,137,2002-05-12,2002-09-25
9059500,17.0,6,2004-05-14,2004-05-19
9059500,360.0,36,2004-05-30,2004-07-04
9059500,62.0,21,2004-08-13,2004-09-03
9059500,8.0,8,2006-05-16,2006-05-23
9059500,146.0,23,2006-06-25,2006-07-17
9059500,48.0,9,2007-05-21,2007-05-29
9059500,211.0,25,2007-07-27,2007-08-20
9059500,118.0,24,2008-03-25,2008-04-18
9059500,93.0,20,2010-03-19,2010-04-08
9059500,36.0,13,2010-10-17,2010-10-29
9059500,1791.0,85,2012-05-05,2012-07-28
9059500,12.0,13,2013-07-30,2013-08-12
9059500,51.0,13,2016-04-28,2016-05-10
9059500,2308.0,146,2016-10-28,2017-03-22
9059500,395.0,33,2017-04-12,2017-05-14
9059500,12.0,6,2017-08-13,2017-08-21
9059500,411.0,45,2017-09-04,2017-10-18
9059500,745.0,55,2018-03-17,2018-05-10
9059500,4949.0,336,2018-05-26,2019-04-26
9059500,4608.0,227,2019-09-24,2020-05-12
9059500,6899.0,279,2020-08-17,2021-05-22
9059500,202.0,49,2021-09-27,2021-11-14
9059500,18.0,24,2021-12-08,2021-12-31
9059500,906.0,106,2022-01-27,2022-05-12
9124500,760.0,46,1983-04-12,1983-05-27
9124500,102.0,16,1984-04-27,1984-05-12
9124500,18.0,8,1987-04-20,1987-04-27
9124500,5.0,7,1987-08-29,1987-09-04
9124500,936.0,69,1987-09-16,1987-11-23
9124500,21.0,9,1988-04-04,1988-04-12
9124500,201.0,31,1988-08-16,1988-09-15
9124500,2826.0,303,1989-06-03,1990-04-08
9124500,319.0,32,1991-04-14,1991-05-19
9124500,1795.0,163,1991-10-31,1992-04-10
9124500,2821.0,190,1992-10-18,1993-04-27
9124500,55.0,5,1993-05-10,1993-05-14
9124500,97.0,29,1993-08-18,1993-09-15
9124500,14.0,19,1994-03-10,1994-03-28
9124500,47.0,11,1994-04-09,1994-04-19
9124500,704.0,56,1994-08-01,1994-09-25
9124500,1542.0,131,1996-05-26,1996-10-03
9124500,169.0,61,1998-06-04,1998-08-03
9124500,1508.0,138,2000-06-02,2000-10-17
9124500,40.0,25,2001-08-04,2001-08-28
9124500,1065.0,177,2001-10-06,2002-04-04
9124500,3570.0,142,2002-05-13,2002-10-01
9124500,739.0,53,2003-07-19,2003-09-09
9124500,185.0,39,2004-06-22,2004-07-30
9124500,4.0,6,2005-08-11,2005-08-16
9124500,4.0,6,2005-09-26,2005-10-02
9124500,814.0,63,2006-05-24,2006-07-25
9124500,2303.0,225,2008-09-09,2009-04-25
9124500,25.0,11,2009-06-01,2009-06-11
9124500,537.0,67,2009-09-05,2009-11-10
9124500,81.0,18,2010-03-29,2010-04-15
9124500,279.0,34,2010-07-15,2010-08-17
9124500,5.0,7,2011-09-17,2011-09-23
9124500,8111.0,450,2012-05-18,2013-08-10
9124500,316.0,38,2016-04-21,2016-05-29
9124500,27.0,37,2017-02-02,2017-03-10
9124500,400.0,46,2017-04-14,2017-06-01
9124500,10845.0,556,2017-11-24,2019-06-03
9124500,5221.0,258,2019-09-25,2020-06-18
9124500,7835.0,359,2020-07-26,2021-07-26
9124500,4640.0,287,2021-10-01,2022-07-14
9124500,1118.0,122,2022-10-03,2023-02-01
9147500,6.0,5,1983-05-18,1983-05-23
9147500,117.0,27,1987-10-09,1987-11-04
9147500,45.0,18,1988-03-29,1988-04-16
9147500,116.0,32,1988-08-01,1988-09-03
